Fecha;Unidades;TRM;TRMdesfas
31/03/2013;0;$ 1.832,20 ;$ 1.773,24 
01/04/2013;588;$ 1.832,20 ;$ 1.775,65 
02/04/2013;995;$ 1.823,12 ;$ 1.776,20 
03/04/2013;1165;$ 1.817,14 ;$ 1.776,20 
04/04/2013;1262;$ 1.819,93 ;$ 1.776,20 
05/04/2013;1350;$ 1.829,01 ;$ 1.785,92 
06/04/2013;301;$ 1.826,88 ;$ 1.789,09 
07/04/2013;34;$ 1.826,88 ;$ 1.791,24 
08/04/2013;874;$ 1.826,88 ;$ 1.795,21 
09/04/2013;1221;$ 1.817,66 ;$ 1.790,61 
10/04/2013;1204;$ 1.813,11 ;$ 1.790,61 
11/04/2013;1285;$ 1.821,20 ;$ 1.790,61 
12/04/2013;1279;$ 1.823,84 ;$ 1.784,71 
13/04/2013;394;$ 1.827,79 ;$ 1.783,20 
14/04/2013;16;$ 1.827,79 ;$ 1.777,72 
15/04/2013;781;$ 1.827,79 ;$ 1.783,19 
16/04/2013;1174;$ 1.834,86 ;$ 1.785,41 
17/04/2013;1153;$ 1.833,98 ;$ 1.785,41 
18/04/2013;1203;$ 1.846,46 ;$ 1.785,41 
19/04/2013;1155;$ 1.847,02 ;$ 1.785,41 
20/04/2013;348;$ 1.835,57 ;$ 1.794,63 
21/04/2013;1;$ 1.835,57 ;$ 1.791,33 
22/04/2013;778;$ 1.835,57 ;$ 1.798,21 
23/04/2013;1090;$ 1.841,14 ;$ 1.800,70 
24/04/2013;1161;$ 1.838,03 ;$ 1.800,70 
25/04/2013;1392;$ 1.836,79 ;$ 1.800,70 
26/04/2013;1433;$ 1.830,84 ;$ 1.806,11 
27/04/2013;411;$ 1.833,70 ;$ 1.818,54 
28/04/2013;0;$ 1.833,70 ;$ 1.816,42 
29/04/2013;1015;$ 1.833,70 ;$ 1.814,28 
30/04/2013;1570;$ 1.828,79 ;$ 1.816,48 
01/05/2013;19;$ 1.825,83 ;$ 1.816,48 
02/05/2013;963;$ 1.825,83 ;$ 1.816,48 
03/05/2013;1202;$ 1.836,34 ;$ 1.813,53 
04/05/2013;355;$ 1.835,88 ;$ 1.809,65 
05/05/2013;5;$ 1.835,88 ;$ 1.808,00 
06/05/2013;343;$ 1.835,88 ;$ 1.803,65 
07/05/2013;657;$ 1.831,42 ;$ 1.800,45 
08/05/2013;1241;$ 1.827,13 ;$ 1.800,45 
09/05/2013;1428;$ 1.830,70 ;$ 1.800,45 
10/05/2013;1626;$ 1.833,07 ;$ 1.801,20 
11/05/2013;271;$ 1.834,83 ;$ 1.801,64 
12/05/2013;1;$ 1.834,83 ;$ 1.798,56 
13/05/2013;0;$ 1.834,83 ;$ 1.797,28 
14/05/2013;914;$ 1.834,83 ;$ 1.804,06 
15/05/2013;1155;$ 1.838,63 ;$ 1.804,06 
16/05/2013;1164;$ 1.843,75 ;$ 1.804,06 
17/05/2013;1245;$ 1.838,82 ;$ 1.809,58 
18/05/2013;336;$ 1.841,35 ;$ 1.809,83 
19/05/2013;0;$ 1.841,35 ;$ 1.812,35 
20/05/2013;765;$ 1.841,35 ;$ 1.822,78 
21/05/2013;1087;$ 1.842,59 ;$ 1.825,79 
22/05/2013;1010;$ 1.846,76 ;$ 1.825,79 
23/05/2013;1251;$ 1.850,55 ;$ 1.825,79 
24/05/2013;1117;$ 1.864,02 ;$ 1.825,79 
25/05/2013;281;$ 1.874,10 ;$ 1.828,95 
26/05/2013;4;$ 1.874,10 ;$ 1.832,20 
27/05/2013;962;$ 1.874,10 ;$ 1.832,20 
28/05/2013;1062;$ 1.874,10 ;$ 1.832,20 
29/05/2013;1357;$ 1.897,10 ;$ 1.832,20 
30/05/2013;1485;$ 1.894,13 ;$ 1.832,20 
31/05/2013;1529;$ 1.891,48 ;$ 1.823,12 
01/06/2013;300;$ 1.907,76 ;$ 1.817,14 
02/06/2013;3;$ 1.907,76 ;$ 1.819,93 
03/06/2013;0;$ 1.907,76 ;$ 1.829,01 
04/06/2013;698;$ 1.907,76 ;$ 1.826,88 
05/06/2013;1071;$ 1.894,40 ;$ 1.826,88 
06/06/2013;1184;$ 1.899,08 ;$ 1.826,88 
07/06/2013;1382;$ 1.907,88 ;$ 1.817,66 
08/06/2013;352;$ 1.898,80 ;$ 1.813,11 
09/06/2013;0;$ 1.898,80 ;$ 1.821,20 
10/06/2013;0;$ 1.898,80 ;$ 1.823,84 
11/06/2013;758;$ 1.898,80 ;$ 1.827,79 
12/06/2013;1102;$ 1.907,12 ;$ 1.827,79 
13/06/2013;1238;$ 1.897,53 ;$ 1.827,79 
14/06/2013;1211;$ 1.895,01 ;$ 1.834,86 
15/06/2013;408;$ 1.882,38 ;$ 1.833,98 
16/06/2013;1;$ 1.882,38 ;$ 1.846,46 
17/06/2013;933;$ 1.882,38 ;$ 1.847,02 
18/06/2013;932;$ 1.883,57 ;$ 1.835,57 
19/06/2013;1103;$ 1.902,47 ;$ 1.835,57 
20/06/2013;1213;$ 1.900,87 ;$ 1.835,57 
21/06/2013;1329;$ 1.937,26 ;$ 1.841,14 
22/06/2013;337;$ 1.941,06 ;$ 1.838,03 
23/06/2013;0;$ 1.941,06 ;$ 1.836,79 
24/06/2013;788;$ 1.941,06 ;$ 1.830,84 
25/06/2013;1308;$ 1.942,97 ;$ 1.833,70 
26/06/2013;1345;$ 1.928,27 ;$ 1.833,70 
27/06/2013;1510;$ 1.921,86 ;$ 1.833,70 
28/06/2013;1656;$ 1.922,63 ;$ 1.828,79 
29/06/2013;537;$ 1.929,00 ;$ 1.825,83 
30/06/2013;20;$ 1.929,00 ;$ 1.825,83 
01/07/2013;0;$ 1.929,00 ;$ 1.836,34 
02/07/2013;689;$ 1.929,00 ;$ 1.835,88 
03/07/2013;1045;$ 1.919,42 ;$ 1.835,88 
04/07/2013;1101;$ 1.915,45 ;$ 1.835,88 
05/07/2013;1185;$ 1.915,45 ;$ 1.831,42 
06/07/2013;464;$ 1.927,40 ;$ 1.827,13 
07/07/2013;0;$ 1.927,40 ;$ 1.830,70 
08/07/2013;871;$ 1.927,40 ;$ 1.833,07 
09/07/2013;1231;$ 1.926,84 ;$ 1.834,83 
10/07/2013;1270;$ 1.920,12 ;$ 1.834,83 
11/07/2013;1315;$ 1.920,24 ;$ 1.834,83 
12/07/2013;1249;$ 1.910,79 ;$ 1.834,83 
13/07/2013;358;$ 1.905,25 ;$ 1.838,63 
14/07/2013;0;$ 1.905,25 ;$ 1.843,75 
15/07/2013;629;$ 1.905,25 ;$ 1.838,82 
16/07/2013;1029;$ 1.893,16 ;$ 1.841,35 
17/07/2013;1147;$ 1.878,42 ;$ 1.841,35 
18/07/2013;1288;$ 1.873,25 ;$ 1.841,35 
19/07/2013;1175;$ 1.883,29 ;$ 1.842,59 
20/07/2013;111;$ 1.884,01 ;$ 1.846,76 
21/07/2013;0;$ 1.884,01 ;$ 1.850,55 
22/07/2013;889;$ 1.884,01 ;$ 1.864,02 
23/07/2013;933;$ 1.880,87 ;$ 1.874,10 
24/07/2013;1348;$ 1.886,06 ;$ 1.874,10 
25/07/2013;1224;$ 1.891,02 ;$ 1.874,10 
26/07/2013;1268;$ 1.887,40 ;$ 1.874,10 
27/07/2013;463;$ 1.886,26 ;$ 1.897,10 
28/07/2013;0;$ 1.886,26 ;$ 1.894,13 
29/07/2013;985;$ 1.886,26 ;$ 1.891,48 
30/07/2013;1272;$ 1.888,95 ;$ 1.907,76 
31/07/2013;1666;$ 1.890,33 ;$ 1.907,76 
01/08/2013;1173;$ 1.896,15 ;$ 1.907,76 
02/08/2013;1155;$ 1.896,65 ;$ 1.907,76 
03/08/2013;332;$ 1.891,67 ;$ 1.894,40 
04/08/2013;0;$ 1.891,67 ;$ 1.899,08 
05/08/2013;737;$ 1.891,67 ;$ 1.907,88 
06/08/2013;1170;$ 1.883,24 ;$ 1.898,80 
07/08/2013;23;$ 1.882,01 ;$ 1.898,80 
08/08/2013;836;$ 1.882,01 ;$ 1.898,80 
09/08/2013;1133;$ 1.877,23 ;$ 1.898,80 
10/08/2013;504;$ 1.873,92 ;$ 1.907,12 
11/08/2013;1;$ 1.873,92 ;$ 1.897,53 
12/08/2013;1036;$ 1.873,92 ;$ 1.895,01 
13/08/2013;1361;$ 1.868,90 ;$ 1.882,38 
14/08/2013;1401;$ 1.882,36 ;$ 1.882,38 
15/08/2013;1314;$ 1.883,15 ;$ 1.882,38 
16/08/2013;1200;$ 1.901,03 ;$ 1.883,57 
17/08/2013;299;$ 1.907,06 ;$ 1.902,47 
18/08/2013;0;$ 1.907,06 ;$ 1.900,87 
19/08/2013;0;$ 1.907,06 ;$ 1.937,26 
20/08/2013;755;$ 1.907,06 ;$ 1.941,06 
21/08/2013;1064;$ 1.922,73 ;$ 1.941,06 
22/08/2013;1015;$ 1.929,75 ;$ 1.941,06 
23/08/2013;1283;$ 1.921,99 ;$ 1.942,97 
24/08/2013;300;$ 1.911,16 ;$ 1.928,27 
25/08/2013;0;$ 1.911,16 ;$ 1.921,86 
26/08/2013;828;$ 1.911,16 ;$ 1.922,63 
27/08/2013;883;$ 1.922,96 ;$ 1.929,00 
28/08/2013;1209;$ 1.938,26 ;$ 1.929,00 
29/08/2013;1148;$ 1.939,85 ;$ 1.929,00 
30/08/2013;1265;$ 1.943,04 ;$ 1.929,00 
31/08/2013;431;$ 1.935,43 ;$ 1.919,42 
01/09/2013;0;$ 1.935,43 ;$ 1.915,45 
02/09/2013;742;$ 1.935,43 ;$ 1.915,45 
03/09/2013;907;$ 1.935,43 ;$ 1.927,40 
04/09/2013;1075;$ 1.946,28 ;$ 1.927,40 
05/09/2013;1152;$ 1.938,99 ;$ 1.927,40 
06/09/2013;1087;$ 1.952,11 ;$ 1.926,84 
07/09/2013;310;$ 1.947,99 ;$ 1.920,12 
08/09/2013;0;$ 1.947,99 ;$ 1.920,24 
09/09/2013;878;$ 1.947,99 ;$ 1.910,79 
10/09/2013;1275;$ 1.946,06 ;$ 1.905,25 
11/09/2013;1284;$ 1.935,55 ;$ 1.905,25 
12/09/2013;1249;$ 1.923,64 ;$ 1.905,25 
13/09/2013;1227;$ 1.919,25 ;$ 1.893,16 
14/09/2013;303;$ 1.919,54 ;$ 1.878,42 
15/09/2013;6;$ 1.919,54 ;$ 1.873,25 
16/09/2013;912;$ 1.919,54 ;$ 1.883,29 
17/09/2013;1124;$ 1.917,03 ;$ 1.884,01 
18/09/2013;1225;$ 1.914,12 ;$ 1.884,01 
19/09/2013;1233;$ 1.911,30 ;$ 1.884,01 
20/09/2013;1143;$ 1.887,30 ;$ 1.880,87 
21/09/2013;300;$ 1.889,12 ;$ 1.886,06 
22/09/2013;0;$ 1.889,12 ;$ 1.891,02 
23/09/2013;851;$ 1.889,12 ;$ 1.887,40 
24/09/2013;1121;$ 1.892,89 ;$ 1.886,26 
25/09/2013;1276;$ 1.888,14 ;$ 1.886,26 
26/09/2013;1388;$ 1.893,42 ;$ 1.886,26 
27/09/2013;1307;$ 1.899,10 ;$ 1.888,95 
28/09/2013;376;$ 1.914,65 ;$ 1.890,33 
29/09/2013;0;$ 1.914,65 ;$ 1.896,15 
30/09/2013;1099;$ 1.914,65 ;$ 1.896,65 
01/10/2013;1093;$ 1.908,29 ;$ 1.891,67 
02/10/2013;749;$ 1.893,77 ;$ 1.891,67 
03/10/2013;1235;$ 1.884,97 ;$ 1.891,67 
04/10/2013;1340;$ 1.889,95 ;$ 1.883,24 
05/10/2013;338;$ 1.886,78 ;$ 1.882,01 
06/10/2013;0;$ 1.886,78 ;$ 1.882,01 
07/10/2013;983;$ 1.886,78 ;$ 1.877,23 
08/10/2013;1252;$ 1.885,19 ;$ 1.873,92 
09/10/2013;1292;$ 1.889,17 ;$ 1.873,92 
10/10/2013;1358;$ 1.894,06 ;$ 1.873,92 
11/10/2013;1283;$ 1.885,84 ;$ 1.868,90 
12/10/2013;288;$ 1.883,65 ;$ 1.882,36 
13/10/2013;0;$ 1.883,65 ;$ 1.883,15 
14/10/2013;0;$ 1.883,65 ;$ 1.901,03 
15/10/2013;651;$ 1.883,65 ;$ 1.907,06 
16/10/2013;1070;$ 1.883,70 ;$ 1.907,06 
17/10/2013;1161;$ 1.880,91 ;$ 1.907,06 
18/10/2013;1124;$ 1.879,48 ;$ 1.907,06 
19/10/2013;299;$ 1.879,88 ;$ 1.922,73 
20/10/2013;0;$ 1.879,88 ;$ 1.929,75 
21/10/2013;853;$ 1.879,88 ;$ 1.921,99 
22/10/2013;995;$ 1.885,52 ;$ 1.911,16 
23/10/2013;1115;$ 1.879,46 ;$ 1.911,16 
24/10/2013;1237;$ 1.883,14 ;$ 1.911,16 
25/10/2013;1180;$ 1.882,11 ;$ 1.922,96 
26/10/2013;277;$ 1.882,34 ;$ 1.938,26 
27/10/2013;0;$ 1.882,34 ;$ 1.939,85 
28/10/2013;897;$ 1.882,34 ;$ 1.943,04 
29/10/2013;1249;$ 1.884,43 ;$ 1.935,43 
30/10/2013;1413;$ 1.883,42 ;$ 1.935,43 
31/10/2013;1969;$ 1.884,06 ;$ 1.935,43 
01/11/2013;1143;$ 1.889,16 ;$ 1.935,43 
02/11/2013;274;$ 1.901,22 ;$ 1.946,28 
03/11/2013;0;$ 1.901,22 ;$ 1.938,99 
04/11/2013;0;$ 1.901,22 ;$ 1.952,11 
05/11/2013;883;$ 1.901,22 ;$ 1.947,99 
06/11/2013;1058;$ 1.916,22 ;$ 1.947,99 
07/11/2013;1395;$ 1.916,80 ;$ 1.947,99 
08/11/2013;1291;$ 1.924,87 ;$ 1.946,06 
09/11/2013;278;$ 1.932,77 ;$ 1.935,55 
10/11/2013;2;$ 1.932,77 ;$ 1.923,64 
11/11/2013;0;$ 1.932,77 ;$ 1.919,25 
12/11/2013;917;$ 1.932,77 ;$ 1.919,54 
13/11/2013;1228;$ 1.928,96 ;$ 1.919,54 
14/11/2013;1334;$ 1.932,03 ;$ 1.919,54 
15/11/2013;1394;$ 1.929,24 ;$ 1.917,03 
16/11/2013;314;$ 1.919,89 ;$ 1.914,12 
17/11/2013;0;$ 1.919,89 ;$ 1.911,30 
18/11/2013;883;$ 1.919,89 ;$ 1.887,30 
19/11/2013;1157;$ 1.915,37 ;$ 1.889,12 
20/11/2013;1301;$ 1.919,20 ;$ 1.889,12 
21/11/2013;1290;$ 1.923,19 ;$ 1.889,12 
22/11/2013;1277;$ 1.932,42 ;$ 1.892,89 
23/11/2013;354;$ 1.929,13 ;$ 1.888,14 
24/11/2013;0;$ 1.929,13 ;$ 1.893,42 
25/11/2013;957;$ 1.929,13 ;$ 1.899,10 
26/11/2013;1307;$ 1.926,99 ;$ 1.914,65 
27/11/2013;1439;$ 1.926,74 ;$ 1.914,65 
28/11/2013;1389;$ 1.928,25 ;$ 1.914,65 
29/11/2013;1656;$ 1.928,25 ;$ 1.908,29 
30/11/2013;558;$ 1.931,88 ;$ 1.893,77 
01/12/2013;7;$ 1.931,88 ;$ 1.884,97 
02/12/2013;792;$ 1.931,88 ;$ 1.889,95 
03/12/2013;1064;$ 1.934,16 ;$ 1.886,78 
04/12/2013;1170;$ 1.941,01 ;$ 1.886,78 
05/12/2013;1313;$ 1.948,48 ;$ 1.886,78 
06/12/2013;1433;$ 1.940,26 ;$ 1.885,19 
07/12/2013;400;$ 1.936,33 ;$ 1.889,17 
08/12/2013;0;$ 1.936,33 ;$ 1.894,06 
09/12/2013;1101;$ 1.936,33 ;$ 1.885,84 
10/12/2013;1314;$ 1.932,71 ;$ 1.883,65 
11/12/2013;1439;$ 1.933,52 ;$ 1.883,65 
12/12/2013;1574;$ 1.935,61 ;$ 1.883,65 
13/12/2013;1790;$ 1.935,89 ;$ 1.883,65 
14/12/2013;450;$ 1.930,87 ;$ 1.883,70 
15/12/2013;3;$ 1.930,87 ;$ 1.880,91 
16/12/2013;1043;$ 1.930,87 ;$ 1.879,48 
17/12/2013;1439;$ 1.934,95 ;$ 1.879,88 
18/12/2013;1686;$ 1.936,14 ;$ 1.879,88 
19/12/2013;1810;$ 1.945,60 ;$ 1.879,88 
20/12/2013;1866;$ 1.943,46 ;$ 1.885,52 
21/12/2013;621;$ 1.935,93 ;$ 1.879,46 
22/12/2013;1;$ 1.935,93 ;$ 1.883,14 
23/12/2013;1591;$ 1.935,93 ;$ 1.882,11 
24/12/2013;1168;$ 1.925,45 ;$ 1.882,34 
25/12/2013;0;$ 1.922,76 ;$ 1.882,34 
26/12/2013;1322;$ 1.922,76 ;$ 1.882,34 
27/12/2013;2016;$ 1.921,22 ;$ 1.884,43 
28/12/2013;1043;$ 1.922,56 ;$ 1.883,42 
29/12/2013;1;$ 1.922,56 ;$ 1.884,06 
30/12/2013;1927;$ 1.922,56 ;$ 1.889,16 
31/12/2013;428;$ 1.926,83 ;$ 1.901,22 
01/01/2014;0;$ 1.926,83 ;$ 1.901,22 
02/01/2014;164;$ 1.926,83 ;$ 1.901,22 
03/01/2014;289;$ 1.938,89 ;$ 1.901,22 
04/01/2014;163;$ 1.936,92 ;$ 1.916,22 
05/01/2014;0;$ 1.936,92 ;$ 1.916,80 
06/01/2014;0;$ 1.936,92 ;$ 1.924,87 
07/01/2014;547;$ 1.936,92 ;$ 1.932,77 
08/01/2014;718;$ 1.930,45 ;$ 1.932,77 
09/01/2014;627;$ 1.933,24 ;$ 1.932,77 
10/01/2014;1269;$ 1.934,88 ;$ 1.932,77 
11/01/2014;348;$ 1.926,55 ;$ 1.928,96 
12/01/2014;0;$ 1.926,55 ;$ 1.932,03 
13/01/2014;854;$ 1.926,55 ;$ 1.929,24 
14/01/2014;755;$ 1.924,79 ;$ 1.919,89 
15/01/2014;1223;$ 1.932,59 ;$ 1.919,89 
16/01/2014;985;$ 1.941,45 ;$ 1.919,89 
17/01/2014;1113;$ 1.947,15 ;$ 1.915,37 
18/01/2014;136;$ 1.957,86 ;$ 1.919,20 
19/01/2014;1;$ 1.957,86 ;$ 1.923,19 
20/01/2014;634;$ 1.957,86 ;$ 1.932,42 
21/01/2014;1025;$ 1.957,86 ;$ 1.929,13 
22/01/2014;1140;$ 1.981,98 ;$ 1.929,13 
23/01/2014;1052;$ 1.983,48 ;$ 1.929,13 
24/01/2014;931;$ 1.993,23 ;$ 1.926,99 
25/01/2014;397;$ 2.000,48 ;$ 1.926,74 
26/01/2014;1;$ 2.000,48 ;$ 1.928,25 
27/01/2014;599;$ 2.000,48 ;$ 1.928,25 
28/01/2014;1195;$ 1.997,91 ;$ 1.931,88 
29/01/2014;1177;$ 2.000,56 ;$ 1.931,88 
30/01/2014;1158;$ 2.013,17 ;$ 1.931,88 
31/01/2014;1719;$ 2.008,26 ;$ 1.934,16 
01/02/2014;231;$ 2.021,10 ;$ 1.941,01 
02/02/2014;6;$ 2.021,10 ;$ 1.948,48 
03/02/2014;708;$ 2.021,10 ;$ 1.940,26 
04/02/2014;940;$ 2.039,85 ;$ 1.936,33 
05/02/2014;1091;$ 2.041,34 ;$ 1.936,33 
06/02/2014;1325;$ 2.048,75 ;$ 1.936,33 
07/02/2014;1317;$ 2.049,52 ;$ 1.932,71 
08/02/2014;351;$ 2.046,06 ;$ 1.933,52 
09/02/2014;0;$ 2.046,06 ;$ 1.935,61 
10/02/2014;936;$ 2.046,06 ;$ 1.935,89 
11/02/2014;953;$ 2.048,55 ;$ 1.930,87 
12/02/2014;1291;$ 2.041,61 ;$ 1.930,87 
13/02/2014;1115;$ 2.031,75 ;$ 1.930,87 
14/02/2014;1226;$ 2.032,99 ;$ 1.934,95 
15/02/2014;293;$ 2.022,68 ;$ 1.936,14 
16/02/2014;0;$ 2.022,68 ;$ 1.945,60 
17/02/2014;848;$ 2.022,68 ;$ 1.943,46 
18/02/2014;1030;$ 2.022,68 ;$ 1.935,93 
19/02/2014;1075;$ 2.028,54 ;$ 1.935,93 
20/02/2014;1085;$ 2.042,22 ;$ 1.935,93 
21/02/2014;1188;$ 2.052,46 ;$ 1.925,45 
22/02/2014;310;$ 2.043,96 ;$ 1.922,76 
23/02/2014;0;$ 2.043,96 ;$ 1.922,76 
24/02/2014;861;$ 2.043,96 ;$ 1.921,22 
25/02/2014;1123;$ 2.042,67 ;$ 1.922,56 
26/02/2014;1321;$ 2.045,45 ;$ 1.922,56 
27/02/2014;1476;$ 2.053,11 ;$ 1.922,56 
28/02/2014;1770;$ 2.054,90 ;$ 1.926,83 
01/03/2014;211;$ 2.046,75 ;$ 1.926,83 
02/03/2014;0;$ 2.046,75 ;$ 1.926,83 
03/03/2014;660;$ 2.046,75 ;$ 1.938,89 
04/03/2014;867;$ 2.052,51 ;$ 1.936,92 
05/03/2014;1021;$ 2.047,75 ;$ 1.936,92 
06/03/2014;1175;$ 2.045,14 ;$ 1.936,92 
07/03/2014;1327;$ 2.030,02 ;$ 1.936,92 
08/03/2014;331;$ 2.036,20 ;$ 1.930,45 
09/03/2014;0;$ 2.036,20 ;$ 1.933,24 
10/03/2014;831;$ 2.036,20 ;$ 1.934,88 
11/03/2014;1166;$ 2.042,78 ;$ 1.926,55 
12/03/2014;1163;$ 2.043,59 ;$ 1.926,55 
13/03/2014;1216;$ 2.047,59 ;$ 1.926,55 
14/03/2014;1220;$ 2.044,48 ;$ 1.924,79 
15/03/2014;343;$ 2.044,58 ;$ 1.932,59 
16/03/2014;6;$ 2.044,58 ;$ 1.941,45 
17/03/2014;735;$ 2.044,58 ;$ 1.947,15 
18/03/2014;1061;$ 2.035,16 ;$ 1.957,86 
19/03/2014;1135;$ 2.034,86 ;$ 1.957,86 
20/03/2014;1240;$ 2.017,38 ;$ 1.957,86 
21/03/2014;1374;$ 1.998,60 ;$ 1.957,86 
22/03/2014;335;$ 1.993,85 ;$ 1.981,98 
23/03/2014;1;$ 1.993,85 ;$ 1.983,48 
24/03/2014;0;$ 1.993,85 ;$ 1.993,23 
25/03/2014;879;$ 1.993,85 ;$ 2.000,48 
26/03/2014;1303;$ 1.978,63 ;$ 2.000,48 
27/03/2014;1439;$ 1.973,03 ;$ 2.000,48 
28/03/2014;1280;$ 1.965,64 ;$ 1.997,91 
29/03/2014;653;$ 1.965,32 ;$ 2.000,56 
30/03/2014;2;$ 1.965,32 ;$ 2.013,17 
31/03/2014;1210;$ 1.965,32 ;$ 2.008,26 
01/04/2014;1219;$ 1.969,45 ;$ 2.021,10 
02/04/2014;960;$ 1.966,02 ;$ 2.021,10 
03/04/2014;1220;$ 1.963,51 ;$ 2.021,10 
04/04/2014;1438;$ 1.966,40 ;$ 2.039,85 
05/04/2014;382;$ 1.951,85 ;$ 2.041,34 
06/04/2014;0;$ 1.951,85 ;$ 2.048,75 
07/04/2014;1087;$ 1.951,85 ;$ 2.049,52 
08/04/2014;1290;$ 1.937,59 ;$ 2.046,06 
09/04/2014;1480;$ 1.923,95 ;$ 2.046,06 
10/04/2014;1582;$ 1.931,09 ;$ 2.046,06 
11/04/2014;1575;$ 1.920,93 ;$ 2.048,55 
12/04/2014;228;$ 1.927,28 ;$ 2.041,61 
13/04/2014;0;$ 1.927,28 ;$ 2.031,75 
14/04/2014;1321;$ 1.927,28 ;$ 2.032,99 
15/04/2014;1133;$ 1.926,47 ;$ 2.022,68 
16/04/2014;886;$ 1.932,42 ;$ 2.022,68 
17/04/2014;0;$ 1.930,62 ;$ 2.022,68 
18/04/2014;0;$ 1.930,62 ;$ 2.022,68 
19/04/2014;0;$ 1.930,62 ;$ 2.028,54 
20/04/2014;0;$ 1.930,62 ;$ 2.042,22 
21/04/2014;684;$ 1.930,62 ;$ 2.052,46 
22/04/2014;1079;$ 1.921,75 ;$ 2.043,96 
23/04/2014;1182;$ 1.929,66 ;$ 2.043,96 
24/04/2014;1386;$ 1.936,63 ;$ 2.043,96 
25/04/2014;1157;$ 1.936,07 ;$ 2.042,67 
26/04/2014;479;$ 1.942,37 ;$ 2.045,45 
27/04/2014;1;$ 1.942,37 ;$ 2.053,11 
28/04/2014;1081;$ 1.942,37 ;$ 2.054,90 
29/04/2014;1427;$ 1.936,13 ;$ 2.046,75 
30/04/2014;1945;$ 1.935,14 ;$ 2.046,75 
01/05/2014;2;$ 1.933,46 ;$ 2.046,75 
02/05/2014;917;$ 1.933,46 ;$ 2.052,51 
03/05/2014;294;$ 1.926,30 ;$ 2.047,75 
04/05/2014;1;$ 1.926,30 ;$ 2.045,14 
05/05/2014;849;$ 1.926,30 ;$ 2.030,02 
06/05/2014;1070;$ 1.923,07 ;$ 2.036,20 
07/05/2014;1127;$ 1.918,20 ;$ 2.036,20 
08/05/2014;1240;$ 1.912,97 ;$ 2.036,20 
09/05/2014;1202;$ 1.902,15 ;$ 2.042,78 
10/05/2014;316;$ 1.901,51 ;$ 2.043,59 
11/05/2014;0;$ 1.901,51 ;$ 2.047,59 
12/05/2014;788;$ 1.901,51 ;$ 2.044,48 
13/05/2014;1193;$ 1.904,85 ;$ 2.044,58 
14/05/2014;1272;$ 1.919,70 ;$ 2.044,58 
15/05/2014;1218;$ 1.925,31 ;$ 2.044,58 
16/05/2014;1235;$ 1.927,80 ;$ 2.035,16 
17/05/2014;362;$ 1.925,41 ;$ 2.034,86 
18/05/2014;1;$ 1.925,41 ;$ 2.017,38 
19/05/2014;822;$ 1.925,41 ;$ 1.998,60 
20/05/2014;1140;$ 1.921,16 ;$ 1.993,85 
21/05/2014;1210;$ 1.920,41 ;$ 1.993,85 
22/05/2014;1249;$ 1.911,33 ;$ 1.993,85 
23/05/2014;1227;$ 1.905,80 ;$ 1.993,85 
24/05/2014;390;$ 1.905,53 ;$ 1.978,63 
25/05/2014;0;$ 1.905,53 ;$ 1.973,03 
26/05/2014;729;$ 1.905,53 ;$ 1.965,64 
27/05/2014;1282;$ 1.905,53 ;$ 1.965,32 
28/05/2014;1689;$ 1.917,34 ;$ 1.965,32 
29/05/2014;1625;$ 1.910,80 ;$ 1.965,32 
30/05/2014;1890;$ 1.905,96 ;$ 1.969,45 
31/05/2014;673;$ 1.900,64 ;$ 1.966,02 
01/06/2014;1;$ 1.900,64 ;$ 1.963,51 
02/06/2014;0;$ 1.900,64 ;$ 1.966,40 
03/06/2014;760;$ 1.900,64 ;$ 1.951,85 
04/06/2014;998;$ 1.899,74 ;$ 1.951,85 
05/06/2014;1232;$ 1.897,70 ;$ 1.951,85 
06/06/2014;1229;$ 1.892,08 ;$ 1.937,59 
07/06/2014;368;$ 1.886,09 ;$ 1.923,95 
08/06/2014;1;$ 1.886,09 ;$ 1.931,09 
09/06/2014;1049;$ 1.886,09 ;$ 1.920,93 
10/06/2014;1213;$ 1.883,76 ;$ 1.927,28 
11/06/2014;1317;$ 1.884,97 ;$ 1.927,28 
12/06/2014;1233;$ 1.884,63 ;$ 1.927,28 
13/06/2014;847;$ 1.877,18 ;$ 1.926,47 
14/06/2014;410;$ 1.877,37 ;$ 1.932,42 
15/06/2014;0;$ 1.877,37 ;$ 1.930,62 
16/06/2014;1102;$ 1.877,37 ;$ 1.930,62 
17/06/2014;1195;$ 1.886,62 ;$ 1.930,62 
18/06/2014;1161;$ 1.899,90 ;$ 1.930,62 
19/06/2014;1198;$ 1.895,92 ;$ 1.930,62 
20/06/2014;1232;$ 1.881,34 ;$ 1.921,75 
21/06/2014;333;$ 1.884,56 ;$ 1.929,66 
22/06/2014;1;$ 1.884,56 ;$ 1.936,63 
23/06/2014;0;$ 1.884,56 ;$ 1.936,07 
24/06/2014;829;$ 1.884,56 ;$ 1.942,37 
25/06/2014;1220;$ 1.886,85 ;$ 1.942,37 
26/06/2014;1489;$ 1.880,37 ;$ 1.942,37 
27/06/2014;1889;$ 1.886,01 ;$ 1.936,13 
28/06/2014;839;$ 1.881,19 ;$ 1.935,14 
29/06/2014;1;$ 1.881,19 ;$ 1.933,46 
30/06/2014;5;$ 1.881,19 ;$ 1.933,46 
01/07/2014;543;$ 1.881,19 ;$ 1.926,30 
