Fecha;Unidades;TRM;TRMdesfas
03/10/2015;242;$ 3.034,90 ;$ 2.906,95 
04/10/2015;0;$ 3.034,90 ;$ 2.945,97 
05/10/2015;617;$ 3.034,90 ;$ 2.955,31 
06/10/2015;1012;$ 2.971,15 ;$ 2.955,31 
07/10/2015;993;$ 2.913,74 ;$ 2.955,31 
08/10/2015;992;$ 2.891,91 ;$ 2.955,31 
09/10/2015;973;$ 2.887,21 ;$ 2.913,45 
10/10/2015;326;$ 2.855,74 ;$ 2.943,97 
11/10/2015;5;$ 2.855,74 ;$ 2.937,63 
12/10/2015;0;$ 2.855,74 ;$ 2.966,12 
13/10/2015;773;$ 2.855,74 ;$ 2.983,12 
14/10/2015;982;$ 2.910,70 ;$ 2.983,12 
15/10/2015;1051;$ 2.928,69 ;$ 2.983,12 
16/10/2015;1069;$ 2.908,87 ;$ 2.983,12 
17/10/2015;270;$ 2.879,89 ;$ 3.003,35 
18/10/2015;0;$ 2.879,89 ;$ 3.027,20 
19/10/2015;630;$ 2.879,89 ;$ 3.053,65 
20/10/2015;909;$ 2.912,99 ;$ 3.102,60 
21/10/2015;987;$ 2.929,19 ;$ 3.102,60 
22/10/2015;979;$ 2.966,68 ;$ 3.102,60 
23/10/2015;920;$ 2.925,36 ;$ 3.208,37 
24/10/2015;428;$ 2.912,08 ;$ 3.194,24 
25/10/2015;25;$ 2.912,08 ;$ 3.238,51 
26/10/2015;741;$ 2.912,08 ;$ 3.195,47 
27/10/2015;1075;$ 2.918,21 ;$ 3.101,10 
28/10/2015;1210;$ 2.950,87 ;$ 3.101,10 
29/10/2015;1395;$ 2.926,75 ;$ 3.101,10 
30/10/2015;1615;$ 2.921,32 ;$ 3.079,97 
31/10/2015;757;$ 2.897,83 ;$ 3.093,64 
01/11/2015;18;$ 2.897,83 ;$ 3.142,34 
02/11/2015;0;$ 2.897,83 ;$ 3.119,93 
03/11/2015;517;$ 2.897,83 ;$ 3.113,55 
04/11/2015;792;$ 2.825,25 ;$ 3.113,55 
05/11/2015;904;$ 2.819,63 ;$ 3.113,55 
06/11/2015;986;$ 2.853,32 ;$ 3.113,55 
07/11/2015;370;$ 2.896,19 ;$ 3.138,46 
08/11/2015;0;$ 2.896,19 ;$ 3.105,40 
09/11/2015;773;$ 2.896,19 ;$ 3.080,57 
10/11/2015;1019;$ 2.921,15 ;$ 3.012,96 
11/11/2015;1051;$ 2.935,86 ;$ 3.012,96 
12/11/2015;1099;$ 2.935,86 ;$ 3.012,96 
13/11/2015;1061;$ 3.009,36 ;$ 3.032,59 
14/11/2015;240;$ 3.073,23 ;$ 3.025,28 
15/11/2015;1;$ 3.073,23 ;$ 2.989,04 
16/11/2015;0;$ 3.073,23 ;$ 2.975,13 
17/11/2015;651;$ 3.073,23 ;$ 2.984,90 
18/11/2015;940;$ 3.069,24 ;$ 2.984,90 
19/11/2015;1138;$ 3.108,70 ;$ 2.984,90 
20/11/2015;1100;$ 3.082,04 ;$ 3.001,68 
21/11/2015;295;$ 3.047,31 ;$ 3.065,74 
22/11/2015;0;$ 3.047,31 ;$ 3.099,28 
23/11/2015;766;$ 3.047,31 ;$ 3.135,17 
24/11/2015;1048;$ 3.086,82 ;$ 3.080,44 
25/11/2015;1243;$ 3.074,35 ;$ 3.080,44 
26/11/2015;1281;$ 3.099,75 ;$ 3.080,44 
27/11/2015;1344;$ 3.099,75 ;$ 3.096,98 
28/11/2015;617;$ 3.101,10 ;$ 3.121,94 
29/11/2015;0;$ 3.101,10 ;$ 3.086,75 
30/11/2015;1848;$ 3.101,10 ;$ 3.061,85 
01/12/2015;669;$ 3.142,11 ;$ 3.034,90 
02/12/2015;949;$ 3.131,95 ;$ 3.034,90 
03/12/2015;1053;$ 3.166,67 ;$ 3.034,90 
04/12/2015;1281;$ 3.149,12 ;$ 2.971,15 
05/12/2015;350;$ 3.179,22 ;$ 2.913,74 
06/12/2015;0;$ 3.179,22 ;$ 2.891,91 
07/12/2015;807;$ 3.179,22 ;$ 2.887,21 
08/12/2015;5;$ 3.287,03 ;$ 2.855,74 
09/12/2015;1032;$ 3.287,03 ;$ 2.855,74 
10/12/2015;1249;$ 3.294,02 ;$ 2.855,74 
11/12/2015;1387;$ 3.259,56 ;$ 2.855,74 
12/12/2015;364;$ 3.299,36 ;$ 2.910,70 
13/12/2015;0;$ 3.299,36 ;$ 2.928,69 
14/12/2015;1084;$ 3.299,36 ;$ 2.908,87 
15/12/2015;1303;$ 3.356,00 ;$ 2.879,89 
16/12/2015;1443;$ 3.328,08 ;$ 2.879,89 
17/12/2015;1429;$ 3.317,72 ;$ 2.879,89 
18/12/2015;1681;$ 3.333,37 ;$ 2.912,99 
19/12/2015;544;$ 3.337,68 ;$ 2.929,19 
20/12/2015;5;$ 3.337,68 ;$ 2.966,68 
21/12/2015;1198;$ 3.337,68 ;$ 2.925,36 
22/12/2015;1789;$ 3.332,70 ;$ 2.912,08 
23/12/2015;1902;$ 3.307,24 ;$ 2.912,08 
24/12/2015;1164;$ 3.255,19 ;$ 2.912,08 
25/12/2015;0;$ 3.172,03 ;$ 2.918,21 
26/12/2015;297;$ 3.172,03 ;$ 2.950,87 
27/12/2015;3;$ 3.172,03 ;$ 2.926,75 
28/12/2015;1288;$ 3.172,03 ;$ 2.921,32 
29/12/2015;2194;$ 3.180,87 ;$ 2.897,83 
30/12/2015;2775;$ 3.155,22 ;$ 2.897,83 
31/12/2015;474;$ 3.149,47 ;$ 2.897,83 
01/01/2016;0;$ 3.149,47 ;$ 2.897,83 
02/01/2016;3;$ 3.149,47 ;$ 2.825,25 
03/01/2016;0;$ 3.149,47 ;$ 2.819,63 
04/01/2016;100;$ 3.149,47 ;$ 2.853,32 
05/01/2016;258;$ 3.213,24 ;$ 2.896,19 
06/01/2016;419;$ 3.203,86 ;$ 2.896,19 
07/01/2016;452;$ 3.250,69 ;$ 2.896,19 
08/01/2016;782;$ 3.287,28 ;$ 2.921,15 
09/01/2016;197;$ 3.268,37 ;$ 2.935,86 
10/01/2016;2;$ 3.268,37 ;$ 2.935,86 
11/01/2016;0;$ 3.268,37 ;$ 3.009,36 
12/01/2016;565;$ 3.268,37 ;$ 3.073,23 
13/01/2016;1022;$ 3.246,51 ;$ 3.073,23 
14/01/2016;992;$ 3.235,45 ;$ 3.073,23 
15/01/2016;974;$ 3.240,71 ;$ 3.073,23 
16/01/2016;291;$ 3.293,94 ;$ 3.069,24 
17/01/2016;0;$ 3.293,94 ;$ 3.108,70 
18/01/2016;667;$ 3.293,94 ;$ 3.082,04 
19/01/2016;905;$ 3.293,94 ;$ 3.047,31 
20/01/2016;904;$ 3.297,46 ;$ 3.047,31 
21/01/2016;996;$ 3.357,67 ;$ 3.047,31 
22/01/2016;923;$ 3.368,49 ;$ 3.086,82 
23/01/2016;293;$ 3.281,74 ;$ 3.074,35 
24/01/2016;0;$ 3.281,74 ;$ 3.099,75 
25/01/2016;613;$ 3.281,74 ;$ 3.099,75 
26/01/2016;901;$ 3.362,38 ;$ 3.101,10 
27/01/2016;1005;$ 3.375,80 ;$ 3.101,10 
28/01/2016;1231;$ 3.366,63 ;$ 3.101,10 
29/01/2016;1488;$ 3.302,92 ;$ 3.142,11 
30/01/2016;846;$ 3.287,31 ;$ 3.131,95 
31/01/2016;0;$ 3.287,31 ;$ 3.166,67 
01/02/2016;451;$ 3.287,31 ;$ 3.149,12 
02/02/2016;694;$ 3.326,82 ;$ 3.179,22 
03/02/2016;747;$ 3.387,69 ;$ 3.179,22 
04/02/2016;931;$ 3.382,20 ;$ 3.179,22 
05/02/2016;918;$ 3.315,75 ;$ 3.287,03 
06/02/2016;226;$ 3.320,49 ;$ 3.287,03 
07/02/2016;16;$ 3.320,49 ;$ 3.294,02 
08/02/2016;653;$ 3.320,49 ;$ 3.259,56 
09/02/2016;747;$ 3.367,02 ;$ 3.299,36 
10/02/2016;895;$ 3.391,93 ;$ 3.299,36 
11/02/2016;924;$ 3.385,65 ;$ 3.299,36 
12/02/2016;1003;$ 3.434,89 ;$ 3.356,00 
13/02/2016;305;$ 3.409,82 ;$ 3.328,08 
14/02/2016;0;$ 3.409,82 ;$ 3.317,72 
15/02/2016;783;$ 3.409,82 ;$ 3.333,37 
16/02/2016;773;$ 3.409,82 ;$ 3.337,68 
17/02/2016;1014;$ 3.406,87 ;$ 3.337,68 
18/02/2016;941;$ 3.391,87 ;$ 3.337,68 
19/02/2016;971;$ 3.338,03 ;$ 3.332,70 
20/02/2016;225;$ 3.356,78 ;$ 3.307,24 
21/02/2016;1;$ 3.356,78 ;$ 3.255,19 
22/02/2016;738;$ 3.356,78 ;$ 3.172,03 
23/02/2016;947;$ 3.314,24 ;$ 3.172,03 
24/02/2016;1094;$ 3.322,54 ;$ 3.172,03 
25/02/2016;1104;$ 3.341,69 ;$ 3.172,03 
26/02/2016;1390;$ 3.310,16 ;$ 3.180,87 
27/02/2016;344;$ 3.306,00 ;$ 3.155,22 
28/02/2016;0;$ 3.306,00 ;$ 3.149,47 
29/02/2016;1545;$ 3.306,00 ;$ 3.149,47 
01/03/2016;644;$ 3.319,80 ;$ 3.149,47 
02/03/2016;841;$ 3.268,86 ;$ 3.149,47 
03/03/2016;845;$ 3.205,60 ;$ 3.149,47 
04/03/2016;956;$ 3.203,03 ;$ 3.213,24 
05/03/2016;211;$ 3.163,25 ;$ 3.203,86 
06/03/2016;1;$ 3.163,25 ;$ 3.250,69 
07/03/2016;809;$ 3.163,25 ;$ 3.287,28 
08/03/2016;902;$ 3.135,28 ;$ 3.268,37 
09/03/2016;905;$ 3.155,90 ;$ 3.268,37 
10/03/2016;984;$ 3.192,49 ;$ 3.268,37 
11/03/2016;952;$ 3.204,27 ;$ 3.268,37 
12/03/2016;248;$ 3.164,12 ;$ 3.246,51 
13/03/2016;0;$ 3.164,12 ;$ 3.235,45 
14/03/2016;707;$ 3.164,12 ;$ 3.240,71 
15/03/2016;965;$ 3.175,95 ;$ 3.293,94 
16/03/2016;1132;$ 3.175,88 ;$ 3.293,94 
17/03/2016;1125;$ 3.155,90 ;$ 3.293,94 
18/03/2016;1234;$ 3.087,39 ;$ 3.293,94 
19/03/2016;364;$ 3.065,79 ;$ 3.297,46 
20/03/2016;1;$ 3.065,79 ;$ 3.357,67 
21/03/2016;0;$ 3.065,79 ;$ 3.368,49 
22/03/2016;667;$ 3.065,79 ;$ 3.281,74 
23/03/2016;703;$ 3.050,31 ;$ 3.281,74 
24/03/2016;0;$ 3.058,80 ;$ 3.281,74 
25/03/2016;0;$ 3.058,80 ;$ 3.362,38 
26/03/2016;0;$ 3.058,80 ;$ 3.375,80 
27/03/2016;0;$ 3.058,80 ;$ 3.366,63 
28/03/2016;596;$ 3.058,80 ;$ 3.302,92 
29/03/2016;928;$ 3.047,85 ;$ 3.287,31 
30/03/2016;1268;$ 3.052,33 ;$ 3.287,31 
31/03/2016;1861;$ 3.022,35 ;$ 3.287,31 
01/04/2016;637;$ 3.000,63 ;$ 3.326,82 
02/04/2016;152;$ 3.038,48 ;$ 3.387,69 
03/04/2016;8;$ 3.038,48 ;$ 3.382,20 
04/04/2016;512;$ 3.038,48 ;$ 3.315,75 
05/04/2016;617;$ 3.066,94 ;$ 3.320,49 
06/04/2016;896;$ 3.085,82 ;$ 3.320,49 
07/04/2016;938;$ 3.081,39 ;$ 3.320,49 
08/04/2016;888;$ 3.109,60 ;$ 3.367,02 
09/04/2016;173;$ 3.076,29 ;$ 3.391,93 
10/04/2016;0;$ 3.076,29 ;$ 3.385,65 
11/04/2016;613;$ 3.076,29 ;$ 3.434,89 
12/04/2016;755;$ 3.057,96 ;$ 3.409,82 
13/04/2016;904;$ 3.036,57 ;$ 3.409,82 
14/04/2016;899;$ 3.006,35 ;$ 3.409,82 
15/04/2016;875;$ 3.000,78 ;$ 3.409,82 
16/04/2016;199;$ 2.999,38 ;$ 3.406,87 
17/04/2016;0;$ 2.999,38 ;$ 3.391,87 
18/04/2016;674;$ 2.999,38 ;$ 3.338,03 
19/04/2016;768;$ 2.995,86 ;$ 3.356,78 
20/04/2016;939;$ 2.912,20 ;$ 3.356,78 
21/04/2016;1025;$ 2.899,92 ;$ 3.356,78 
22/04/2016;898;$ 2.928,70 ;$ 3.314,24 
23/04/2016;247;$ 2.939,70 ;$ 3.322,54 
24/04/2016;0;$ 2.939,70 ;$ 3.341,69 
25/04/2016;703;$ 2.939,70 ;$ 3.310,16 
26/04/2016;1006;$ 2.962,08 ;$ 3.306,00 
27/04/2016;1235;$ 2.945,37 ;$ 3.306,00 
28/04/2016;1252;$ 2.943,23 ;$ 3.306,00 
29/04/2016;1703;$ 2.885,72 ;$ 3.319,80 
30/04/2016;899;$ 2.851,14 ;$ 3.268,86 
01/05/2016;0;$ 2.851,14 ;$ 3.205,60 
02/05/2016;374;$ 2.851,14 ;$ 3.203,03 
03/05/2016;620;$ 2.833,78 ;$ 3.163,25 
04/05/2016;840;$ 2.895,51 ;$ 3.163,25 
05/05/2016;1001;$ 2.942,16 ;$ 3.163,25 
06/05/2016;975;$ 2.952,37 ;$ 3.135,28 
07/05/2016;255;$ 2.969,62 ;$ 3.155,90 
08/05/2016;0;$ 2.969,62 ;$ 3.192,49 
09/05/2016;0;$ 2.969,62 ;$ 3.204,27 
10/05/2016;707;$ 2.969,62 ;$ 3.164,12 
11/05/2016;910;$ 2.979,54 ;$ 3.164,12 
12/05/2016;987;$ 2.956,82 ;$ 3.164,12 
13/05/2016;925;$ 2.934,88 ;$ 3.175,95 
14/05/2016;220;$ 2.983,82 ;$ 3.175,88 
15/05/2016;0;$ 2.983,82 ;$ 3.155,90 
16/05/2016;687;$ 2.983,82 ;$ 3.087,39 
17/05/2016;796;$ 3.007,74 ;$ 3.065,79 
18/05/2016;905;$ 3.020,89 ;$ 3.065,79 
19/05/2016;925;$ 3.031,48 ;$ 3.065,79 
20/05/2016;918;$ 3.056,06 ;$ 3.065,79 
21/05/2016;257;$ 3.047,99 ;$ 3.050,31 
22/05/2016;0;$ 3.047,99 ;$ 3.058,80 
23/05/2016;659;$ 3.047,99 ;$ 3.058,80 
24/05/2016;941;$ 3.058,25 ;$ 3.058,80 
25/05/2016;1107;$ 3.059,92 ;$ 3.058,80 
26/05/2016;1225;$ 3.061,89 ;$ 3.058,80 
27/05/2016;1375;$ 3.054,60 ;$ 3.047,85 
28/05/2016;358;$ 3.069,17 ;$ 3.052,33 
29/05/2016;0;$ 3.069,17 ;$ 3.022,35 
30/05/2016;0;$ 3.069,17 ;$ 3.000,63 
31/05/2016;1613;$ 3.069,17 ;$ 3.038,48 
01/06/2016;439;$ 3.089,65 ;$ 3.038,48 
02/06/2016;757;$ 3.117,83 ;$ 3.038,48 
03/06/2016;904;$ 3.110,88 ;$ 3.066,94 
04/06/2016;244;$ 3.017,71 ;$ 3.085,82 
05/06/2016;13;$ 3.017,71 ;$ 3.081,39 
06/06/2016;0;$ 3.017,71 ;$ 3.109,60 
07/06/2016;648;$ 3.017,71 ;$ 3.076,29 
08/06/2016;836;$ 2.950,95 ;$ 3.076,29 
09/06/2016;863;$ 2.905,23 ;$ 3.076,29 
10/06/2016;1073;$ 2.942,13 ;$ 3.057,96 
11/06/2016;207;$ 2.969,83 ;$ 3.036,57 
12/06/2016;0;$ 2.969,83 ;$ 3.006,35 
13/06/2016;726;$ 2.969,83 ;$ 3.000,78 
14/06/2016;848;$ 2.990,35 ;$ 2.999,38 
15/06/2016;926;$ 3.003,28 ;$ 2.999,38 
16/06/2016;884;$ 2.989,56 ;$ 2.999,38 
17/06/2016;890;$ 3.019,12 ;$ 2.995,86 
18/06/2016;195;$ 3.010,91 ;$ 2.912,20 
19/06/2016;0;$ 3.010,91 ;$ 2.899,92 
20/06/2016;653;$ 3.010,91 ;$ 2.928,70 
21/06/2016;831;$ 2.972,97 ;$ 2.939,70 
22/06/2016;966;$ 2.976,29 ;$ 2.939,70 
23/06/2016;942;$ 2.944,06 ;$ 2.939,70 
24/06/2016;970;$ 2.897,53 ;$ 2.962,08 
25/06/2016;269;$ 2.972,92 ;$ 2.945,37 
26/06/2016;0;$ 2.972,92 ;$ 2.943,23 
27/06/2016;906;$ 2.972,92 ;$ 2.885,72 
28/06/2016;1046;$ 3.022,78 ;$ 2.851,14 
29/06/2016;1464;$ 3.005,18 ;$ 2.851,14 
30/06/2016;2242;$ 2.916,15 ;$ 2.851,14 
01/07/2016;496;$ 2.919,01 ;$ 2.833,78 
02/07/2016;81;$ 2.914,38 ;$ 2.895,51 
03/07/2016;0;$ 2.914,38 ;$ 2.942,16 
04/07/2016;0;$ 2.914,38 ;$ 2.952,37 
05/07/2016;517;$ 2.914,38 ;$ 2.969,62 
06/07/2016;762;$ 2.966,87 ;$ 2.969,62 
07/07/2016;678;$ 3.003,20 ;$ 2.969,62 
08/07/2016;939;$ 2.986,49 ;$ 2.969,62 
09/07/2016;219;$ 2.952,64 ;$ 2.979,54 
10/07/2016;0;$ 2.952,64 ;$ 2.956,82 
11/07/2016;643;$ 2.952,64 ;$ 2.934,88 
12/07/2016;796;$ 2.929,81 ;$ 2.983,82 
13/07/2016;760;$ 2.911,91 ;$ 2.983,82 
14/07/2016;724;$ 2.936,53 ;$ 2.983,82 
15/07/2016;867;$ 2.923,07 ;$ 3.007,74 
16/07/2016;222;$ 2.923,46 ;$ 3.020,89 
17/07/2016;0;$ 2.923,46 ;$ 3.031,48 
18/07/2016;584;$ 2.923,46 ;$ 3.056,06 
19/07/2016;777;$ 2.928,30 ;$ 3.047,99 
20/07/2016;0;$ 2.931,08 ;$ 3.047,99 
21/07/2016;816;$ 2.931,08 ;$ 3.047,99 
22/07/2016;893;$ 2.928,67 ;$ 3.058,25 
23/07/2016;226;$ 2.942,65 ;$ 3.059,92 
24/07/2016;0;$ 2.942,65 ;$ 3.061,89 
25/07/2016;697;$ 2.942,65 ;$ 3.054,60 
26/07/2016;971;$ 2.997,25 ;$ 3.069,17 
27/07/2016;1106;$ 3.055,15 ;$ 3.069,17 
28/07/2016;1312;$ 3.073,52 ;$ 3.069,17 
29/07/2016;1606;$ 3.091,78 ;$ 3.069,17 
30/07/2016;959;$ 3.081,75 ;$ 3.089,65 
31/07/2016;1;$ 3.081,75 ;$ 3.117,83 
01/08/2016;404;$ 3.081,75 ;$ 3.110,88 
02/08/2016;746;$ 3.090,28 ;$ 3.017,71 
03/08/2016;838;$ 3.084,81 ;$ 3.017,71 
04/08/2016;986;$ 3.110,43 ;$ 3.017,71 
05/08/2016;898;$ 3.079,83 ;$ 3.017,71 
06/08/2016;175;$ 3.052,80 ;$ 2.950,95 
07/08/2016;0;$ 3.052,80 ;$ 2.905,23 
08/08/2016;798;$ 3.052,80 ;$ 2.942,13 
09/08/2016;954;$ 2.992,50 ;$ 2.969,83 
10/08/2016;844;$ 2.974,31 ;$ 2.969,83 
11/08/2016;1133;$ 2.954,90 ;$ 2.969,83 
12/08/2016;968;$ 2.911,26 ;$ 2.990,35 
13/08/2016;228;$ 2.908,67 ;$ 3.003,28 
14/08/2016;0;$ 2.908,67 ;$ 2.989,56 
15/08/2016;0;$ 2.908,67 ;$ 3.019,12 
16/08/2016;692;$ 2.908,67 ;$ 3.010,91 
17/08/2016;881;$ 2.905,30 ;$ 3.010,91 
18/08/2016;972;$ 2.918,07 ;$ 3.010,91 
19/08/2016;1017;$ 2.884,02 ;$ 2.972,97 
20/08/2016;268;$ 2.867,37 ;$ 2.976,29 
21/08/2016;0;$ 2.867,37 ;$ 2.944,06 
22/08/2016;728;$ 2.867,37 ;$ 2.897,53 
23/08/2016;992;$ 2.883,89 ;$ 2.972,92 
24/08/2016;1044;$ 2.909,10 ;$ 2.972,92 
25/08/2016;1106;$ 2.938,28 ;$ 2.972,92 
26/08/2016;1111;$ 2.915,67 ;$ 3.022,78 
27/08/2016;356;$ 2.882,69 ;$ 3.005,18 
28/08/2016;0;$ 2.882,69 ;$ 2.916,15 
29/08/2016;973;$ 2.882,69 ;$ 2.919,01 
30/08/2016;1500;$ 2.924,29 ;$ 2.914,38 
31/08/2016;1941;$ 2.933,82 ;$ 2.914,38 
01/09/2016;677;$ 2.956,53 ;$ 2.914,38 
02/09/2016;770;$ 2.986,36 ;$ 2.914,38 
03/09/2016;180;$ 2.957,56 ;$ 2.966,87 
04/09/2016;0;$ 2.957,56 ;$ 3.003,20 
05/09/2016;611;$ 2.957,56 ;$ 2.986,49 
06/09/2016;862;$ 2.957,56 ;$ 2.952,64 
07/09/2016;999;$ 2.887,64 ;$ 2.952,64 
08/09/2016;951;$ 2.840,38 ;$ 2.952,64 
09/09/2016;974;$ 2.846,13 ;$ 2.929,81 
10/09/2016;239;$ 2.899,29 ;$ 2.911,91 
11/09/2016;0;$ 2.899,29 ;$ 2.936,53 
12/09/2016;557;$ 2.899,29 ;$ 2.923,07 
13/09/2016;932;$ 2.942,29 ;$ 2.923,46 
14/09/2016;914;$ 2.976,19 ;$ 2.923,46 
15/09/2016;891;$ 2.972,65 ;$ 2.923,46 
16/09/2016;808;$ 2.938,50 ;$ 2.928,30 
17/09/2016;195;$ 2.956,58 ;$ 2.931,08 
18/09/2016;0;$ 2.956,58 ;$ 2.931,08 
19/09/2016;695;$ 2.956,58 ;$ 2.928,67 
20/09/2016;864;$ 2.928,18 ;$ 2.942,65 
21/09/2016;934;$ 2.911,11 ;$ 2.942,65 
22/09/2016;885;$ 2.894,15 ;$ 2.942,65 
23/09/2016;1031;$ 2.862,52 ;$ 2.997,25 
24/09/2016;130;$ 2.917,95 ;$ 3.055,15 
25/09/2016;0;$ 2.917,95 ;$ 3.073,52 
26/09/2016;685;$ 2.917,95 ;$ 3.091,78 
27/09/2016;1050;$ 2.917,58 ;$ 3.081,75 
28/09/2016;1193;$ 2.921,99 ;$ 3.081,75 
29/09/2016;1457;$ 2.914,11 ;$ 3.081,75 
30/09/2016;2013;$ 2.879,95 ;$ 3.090,28 
01/10/2016;130;$ 2.880,08 ;$ 3.084,81 
02/10/2016;0;$ 2.880,08 ;$ 3.110,43 
03/10/2016;423;$ 2.880,08 ;$ 3.079,83 
04/10/2016;667;$ 2.937,23 ;$ 3.052,80 
05/10/2016;846;$ 2.963,06 ;$ 3.052,80 
06/10/2016;823;$ 2.964,93 ;$ 3.052,80 
07/10/2016;865;$ 2.924,80 ;$ 2.992,50 
08/10/2016;195;$ 2.913,96 ;$ 2.974,31 
09/10/2016;0;$ 2.913,96 ;$ 2.954,90 
10/10/2016;653;$ 2.913,96 ;$ 2.911,26 
11/10/2016;832;$ 2.913,96 ;$ 2.908,67 
12/10/2016;839;$ 2.919,51 ;$ 2.908,67 
13/10/2016;860;$ 2.919,18 ;$ 2.908,67 
14/10/2016;931;$ 2.930,78 ;$ 2.908,67 
15/10/2016;213;$ 2.915,67 ;$ 2.905,30 
16/10/2016;0;$ 2.915,67 ;$ 2.918,07 
17/10/2016;0;$ 2.915,67 ;$ 2.884,02 
18/10/2016;641;$ 2.915,67 ;$ 2.867,37 
19/10/2016;781;$ 2.905,93 ;$ 2.867,37 
20/10/2016;909;$ 2.914,15 ;$ 2.867,37 
21/10/2016;983;$ 2.934,03 ;$ 2.883,89 
22/10/2016;203;$ 2.944,25 ;$ 2.909,10 
23/10/2016;0;$ 2.944,25 ;$ 2.938,28 
24/10/2016;704;$ 2.944,25 ;$ 2.915,67 
25/10/2016;916;$ 2.929,83 ;$ 2.882,69 
26/10/2016;1037;$ 2.941,34 ;$ 2.882,69 
27/10/2016;1092;$ 2.965,18 ;$ 2.882,69 
28/10/2016;1304;$ 2.966,61 ;$ 2.924,29 
29/10/2016;540;$ 2.967,66 ;$ 2.933,82 
30/10/2016;3;$ 2.967,66 ;$ 2.956,53 
31/10/2016;1899;$ 2.967,66 ;$ 2.986,36 
01/11/2016;521;$ 2.998,55 ;$ 2.957,56 
02/11/2016;701;$ 3.026,68 ;$ 2.957,56 
03/11/2016;815;$ 3.070,54 ;$ 2.957,56 
04/11/2016;901;$ 3.071,12 ;$ 2.957,56 
05/11/2016;243;$ 3.070,40 ;$ 2.887,64 
06/11/2016;0;$ 3.070,40 ;$ 2.840,38 
07/11/2016;0;$ 3.070,40 ;$ 2.846,13 
08/11/2016;720;$ 3.070,40 ;$ 2.899,29 
09/11/2016;835;$ 2.984,78 ;$ 2.899,29 
10/11/2016;953;$ 3.012,12 ;$ 2.899,29 
11/11/2016;967;$ 3.100,12 ;$ 2.942,29 
12/11/2016;220;$ 3.100,12 ;$ 2.976,19 
13/11/2016;19;$ 3.100,12 ;$ 2.972,65 
14/11/2016;0;$ 3.100,12 ;$ 2.938,50 
15/11/2016;679;$ 3.100,12 ;$ 2.956,58 
16/11/2016;902;$ 3.124,91 ;$ 2.956,58 
17/11/2016;1014;$ 3.131,11 ;$ 2.956,58 
18/11/2016;1015;$ 3.135,65 ;$ 2.928,18 
19/11/2016;265;$ 3.163,49 ;$ 2.911,11 
20/11/2016;0;$ 3.163,49 ;$ 2.894,15 
21/11/2016;761;$ 3.163,49 ;$ 2.862,52 
22/11/2016;1048;$ 3.144,72 ;$ 2.917,95 
23/11/2016;1185;$ 3.139,76 ;$ 2.917,95 
24/11/2016;1141;$ 3.187,97 ;$ 2.917,95 
25/11/2016;1242;$ 3.187,97 ;$ 2.917,58 
26/11/2016;457;$ 3.170,64 ;$ 2.921,99 
27/11/2016;0;$ 3.170,64 ;$ 2.914,11 
28/11/2016;1052;$ 3.170,64 ;$ 2.879,95 
29/11/2016;1740;$ 3.142,20 ;$ 2.880,08 
30/11/2016;3109;$ 3.165,09 ;$ 2.880,08 
01/12/2016;812;$ 3.085,60 ;$ 2.880,08 
02/12/2016;986;$ 3.068,34 ;$ 2.937,23 
03/12/2016;295;$ 3.061,04 ;$ 2.963,06 
04/12/2016;2;$ 3.061,04 ;$ 2.964,93 
05/12/2016;917;$ 3.061,04 ;$ 2.924,80 
06/12/2016;1261;$ 3.049,47 ;$ 2.913,96 
07/12/2016;1361;$ 3.015,47 ;$ 2.913,96 
08/12/2016;5;$ 2.989,71 ;$ 2.913,96 
09/12/2016;1340;$ 2.989,71 ;$ 2.913,96 
10/12/2016;441;$ 3.002,80 ;$ 2.919,51 
11/12/2016;0;$ 3.002,80 ;$ 2.919,18 
12/12/2016;1107;$ 3.002,80 ;$ 2.930,78 
13/12/2016;1600;$ 2.984,02 ;$ 2.915,67 
14/12/2016;1653;$ 2.982,29 ;$ 2.915,67 
15/12/2016;1626;$ 2.964,56 ;$ 2.915,67 
16/12/2016;1599;$ 3.000,47 ;$ 2.915,67 
17/12/2016;378;$ 2.997,20 ;$ 2.905,93 
18/12/2016;0;$ 2.997,20 ;$ 2.914,15 
19/12/2016;1240;$ 2.997,20 ;$ 2.934,03 
20/12/2016;1567;$ 3.019,44 ;$ 2.944,25 
21/12/2016;1588;$ 2.988,06 ;$ 2.944,25 
22/12/2016;1644;$ 2.989,14 ;$ 2.944,25 
23/12/2016;1667;$ 2.996,03 ;$ 2.929,83 
24/12/2016;334;$ 2.996,60 ;$ 2.941,34 
25/12/2016;0;$ 2.996,60 ;$ 2.965,18 
26/12/2016;1234;$ 2.996,60 ;$ 2.966,61 
27/12/2016;1922;$ 2.996,60 ;$ 2.967,66 
28/12/2016;2409;$ 2.992,81 ;$ 2.967,66 
29/12/2016;3603;$ 3.019,72 ;$ 2.967,66 
30/12/2016;965;$ 3.000,71 ;$ 2.998,55 
31/12/2016;46;$ 3.000,71 ;$ 3.026,68 
01/01/2017;0;$ 3.000,71 ;$ 3.070,54 
02/01/2017;45;$ 3.000,71 ;$ 3.071,12 
03/01/2017;116;$ 3.000,71 ;$ 3.070,40 
04/01/2017;232;$ 2.981,06 ;$ 3.070,40 
05/01/2017;455;$ 2.965,36 ;$ 3.070,40 
06/01/2017;776;$ 2.941,08 ;$ 3.070,40 
